date,title,budget ,domestic_gross,world_gross
2003-01-31,Final Destination 2,26000000,46896664,90396664
2003-02-07,How to Lose a Guy in 10 Days,50000000,105807520,178890782
2003-02-07,Shanghai Knights,50000000,60470220,88316835
2003-02-14,Daredevil,80000000,102543518,182782518
2003-02-14,The Jungle Book 2,20000000,47901582,140122225
2003-02-21,Old School,24000000,75155000,86765463
2003-02-21,The Life of David Gale,50000000,19694635,28920188
2003-02-21,Gods and Generals,55000000,12882934,12923936
2003-02-28,Cradle 2 the Grave,25000000,34657731,56434942
2003-03-07,Bringing Down the House,20000000,132675402,164675402
2003-03-07,Tears of the Sun,75000000,43632458,85632458
2003-03-12,Bend it Like Beckham,5600000,32543449,74566042
2003-03-14,Agent Cody Banks,25000000,47545060,58240458
2003-03-14,The Hunted,55000000,34234008,47213095
2003-03-21,Dreamcatcher,68000000,33685268,75685268
2003-03-28,Head of State,35000000,37788228,38283765
2003-03-28,The Core,85000000,31111260,74120792
2003-03-28,Basic,50000000,26599248,42598498
2003-04-04,Phone Booth,11000000,46566212,97837138
2003-04-04,What a Girl Wants,25000000,35990505,35990505
2003-04-04,A Man Apart,36000000,26500000,43797731
2003-04-11,Anger Management,56000000,135560942,195660942
2003-04-11,"House of 1,000 Corpses",7000000,12634962,17005466
2003-04-16,Bulletproof Monk,51000000,23010607,23010607
2003-04-16,A Mighty Wind,6000000,17583468,18504539
2003-04-18,Holes,20000000,67383924,71232214
2003-04-18,Malibus Most Wanted,15000000,34308901,34499204
2003-04-18,Winged Migration,28000000,11689053,39134983
2003-04-25,Identity,28000000,52131264,82183683
2003-04-25,Confidence,15000000,12212417,12212417
2003-05-02,X-Men 2,125000000,214949694,406875536
2003-05-02,The Lizzie McGuire Movie,15000000,42734455,55534455
2003-05-09,Daddy Day Care,60000000,104148781,164285587
2003-05-15,The Matrix Reloaded,150000000,281553689,738576929
2003-05-23,Bruce Almighty,80000000,242704995,484468608
2003-05-30,Finding Nemo,94000000,380529370,936429370
2003-05-30,The Italian Job,60000000,106126012,176262839
2003-05-30,Wrong Turn,10000000,15417771,28649556
2003-06-06,2 Fast 2 Furious,76000000,127120058,236410607
2003-06-06,Whale Rider,4300000,20779666,39374600
2003-06-13,Rugrats Go Wild,25000000,39402572,55443032
2003-06-13,Hollywood Homicide,75000000,30207785,50409753
2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,26214846
2003-06-20,Hulk,137000000,132177234,245075434
2003-06-20,Alex & Emma,30000000,14208384,15358583
2003-06-27,Charlies Angels: Full Throttle,120000000,100814328,227200000
2003-07-01,Terminator 3: Rise of the Machines,170000000,150358296,433058296
2003-07-02,"Legally Blonde 2: Red, White & Blonde",25000000,90639088,125339088
2003-07-02,Sinbad: Legend of the Seven Seas,60000000,26483452,80767884
2003-07-04,Swimming Pool,7793000,10130108,24021282
2003-07-11,The League of Extraordinary Gentlemen,78000000,66465204,179265204
2003-07-18,Bad Boys II,130000000,138540870,273271982
2003-07-18,Johnny English,45000000,28013509,163126676
2003-07-18,How to Deal,16000000,14108518,14108518
2003-07-25,Seabiscuit,85000000,120277854,148715342
2003-07-25,Spy Kids 3-D: Game Over,40000000,111760631,167851995
2003-07-25,Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758,157092943
2003-08-01,American Wedding,55000000,104354205,126425115
2003-08-06,Freaky Friday,26000000,110222438,160822438
2003-08-08,S.W.A.T.,70000000,116877597,207154748
2003-08-15,Freddy vs. Jason,25000000,82622655,114576403
2003-08-15,Open Range,26000000,58331254,68613992
2003-08-22,The Medallion,41000000,22108977,22108977
2003-08-22,My Bosss Daughter,14000000,15549702,15549702
2003-08-29,Jeepers Creepers II,25000000,35623801,119923801
2003-09-05,Dickie Roberts: Former Child Star,17000000,22734486,23734486
2003-09-12,Once Upon a Time in Mexico,29000000,56330657,97413527
2003-09-12,Lost in Translation,4000000,44585453,117085297
2003-09-19,Underworld,22000000,51970690,95708457
2003-09-19,Secondhand Lions,30000000,42070939,47902566
2003-09-26,The Rundown,85000000,47641743,80831893
2003-09-26,Under the Tuscan Sun,18000000,43601508,57490024
2003-10-03,School of Rock,20000000,81261177,131944672
2003-10-03,Out of Time,50000000,41083108,55489826
2003-10-08,Mystic River,30000000,90135191,156822020
2003-10-10,Kill Bill: Volume 1,55000000,70098138,176469428
2003-10-10,Good Boy!,17000000,37667746,45312217
2003-10-10,Intolerable Cruelty,60000000,35327628,121327628
2003-10-10,House of the Dead,7000000,10199354,13860078
2003-10-17,The Texas Chainsaw Massacre,9000000,80571655,107967319
2003-10-24,Scary Movie 3,45000000,110000082,155200000
2003-10-24,Radio,35000000,52333738,53293628
2003-11-05,The Matrix Revolutions,150000000,139270910,427300260
2003-11-07,Elf,32000000,173840591,220678483
2003-11-07,Love Actually,45000000,59472278,248505300
2003-11-14,Master and Commander: The Far Side of the World,135000000,93926386,212912137
2003-11-14,Looney Tunes: Back in Action,80000000,20950820,54540662
2003-11-21,The Cat in the Hat,109000000,101018283,133818283
2003-11-21,Gothika,40000000,59588068,141484812
2003-11-21,21 Grams,20000000,16248701,59667625
2003-11-26,The Haunted Mansion,90000000,75817994,155750628
2003-11-26,Bad Santa,18000000,60060328,77147031
2003-11-26,The Missing,65000000,26900336,38253433
2003-11-26,Timeline,80000000,19480739,26703184
2003-12-05,The Last Samurai,140000000,111110575,456810575
2003-12-05,Honey,18000000,30272254,62646763
2003-12-10,Big Fish,70000000,66432867,123954323
2003-12-12,Somethings Gotta Give,80000000,124685242,266685242
2003-12-12,Stuck On You,55000000,33832741,63537164
2003-12-12,Girl with a Pearl Earring,12000000,11634362,43274797
2003-12-17,The Lord of the Rings: The Return of the King,94000000,377845905,1141403341
2003-12-19,Mona Lisa Smile,65000000,63803100,141205169
2003-12-19,Calendar Girls,10000000,31011616,93074616
2003-12-19,House of Sand and Fog,16500000,13005485,16157923
2003-12-24,Monster,5000000,34469210,64240813
2003-12-25,Cheaper by the Dozen,40000000,138614544,190212113
2003-12-25,Cold Mountain,80000000,95632614,165173909
2003-12-25,Paycheck,60000000,53789313,98819789
2003-12-25,Peter Pan,100000000,48417850,95255485
2004-01-01,Barbershop 2: Back in Business,18000000,65070412,65842412
2004-01-01,Beauty Shop,25000000,36351350,38351350
2004-01-09,My Babys Daddy,12000000,17321573,17322212
2004-01-09,Chasing Liberty,23000000,12189514,12291975
2004-01-16,Along Came Polly,42000000,88073507,173044410
2004-01-16,Torque,40000000,21176322,46176322
2004-01-23,The Butterfly Effect,13000000,57924679,95638592
2004-01-23,Win a Date with Tad Hamilton!,24000000,16980098,16980098
2004-01-30,You Got Served,8000000,40066497,50811858
2004-02-06,Miracle,28000000,64378093,64474705
2004-02-06,Catch That Kid,18000000,16703799,16959614
2004-02-06,What the #$! Do We Know,4000000,10941801,10941801
2004-02-13,50 First Dates,75000000,120776832,196320329
2004-02-20,Confessions of a Teenage Drama Queen,15000000,29331068,33118854
2004-02-20,Eurotrip,25000000,17718223,20718223
2004-02-20,Welcome to Mooseport,26000000,14469428,14469428
2004-02-25,The Passion of the Christ,25000000,370782930,622341924
2004-02-27,Twisted,50000000,25195050,40119848
2004-03-05,Starsky & Hutch,60000000,88200225,170200225
2004-03-05,Hidalgo,78000000,67286731,108086731
2004-03-12,Secret Window,40000000,47958031,92111551
2004-03-12,Agent Cody Banks 2: Destination London,26000000,23514247,28703083
2004-03-19,Dawn of the Dead,28000000,58990765,103452875
2004-03-19,Eternal Sunshine of the Spotless Mind,20000000,34366518,72570762
2004-03-26,Scooby-Doo 2: Monsters Unleashed,25000000,84185387,181185387
2004-03-26,The Ladykillers,35000000,39692139,77392139
2004-03-26,Jersey Girl,35000000,25266129,37066129
2004-04-02,Hellboy,60000000,59623958,99823958
2004-04-02,Home on the Range,110000000,50026353,76482461
2004-04-02,Walking Tall,56000000,46213824,47313824
2004-04-02,The Prince & Me,30000000,28165882,29356757
2004-04-07,Johnson Family Vacation,12000000,31203964,31286759
2004-04-09,Ella Enchanted,35000000,22913677,22913677
2004-04-09,The Alamo,92000000,22406362,23911362
2004-04-09,The Whole Ten Yards,30000000,16323969,26323969
2004-04-09,The Girl Next Door,25000000,14589444,31635150
2004-04-16,Kill Bill: Volume 2,55000000,66207920,153535982
2004-04-16,The Punisher,33000000,33664370,54533774
2004-04-23,Man on Fire,60000000,77906816,130968579
2004-04-23,13 Going On 30,37000000,57139723,97658712
2004-04-30,Mean Girls,18000000,86047227,130953026
2004-04-30,Laws of Attraction,32000000,17848322,29948322
2004-04-30,Godsend,30000000,14334645,16910708
2004-04-30,Envy,20000000,13548322,14566246
2004-05-07,Van Helsing,170000000,120150546,300150546
2004-05-07,New York Minute,40000000,14018364,21215882
2004-05-07,Super Size Me,60000,11529368,22233808
2004-05-14,Troy,150000000,133298577,484161265
2004-05-14,Breakin All the Rules,9000000,12232382,12512317
2004-05-19,Shrek 2,70000000,441226247,937008132
2004-05-28,The Day After Tomorrow,125000000,186740799,556319450
2004-05-28,Raising Helen,50000000,37485528,49928680
2004-05-28,Soul Plane,16000000,13922211,14553807
2004-06-04,Harry Potter and the Prisoner of Azkaban,130000000,249757726,796907323
2004-06-11,Garfield: The Movie,50000000,75367693,208094550
2004-06-11,The Stepford Wives,100000000,59475623,96221971
2004-06-11,The Chronicles of Riddick,120000000,57712751,107212751
2004-06-11,Napoleon Dynamite,400000,44540956,46122713
2004-06-16,Around the World in 80 Days,109000000,24004159,72004159
2004-06-18,Dodgeball: A True Underdog Story,30000000,114326736,167791704
2004-06-18,The Terminal,75000000,77073959,218673959
2004-06-23,Fahrenheit 9/11,6000000,119114517,221148959
2004-06-23,White Chicks,20000000,69148997,111448997
2004-06-25,The Notebook,30000000,81001787,116025023
2004-06-25,Two Brothers,71682975,19176754,62176754
2004-06-25,De-Lovely,15000000,13337299,18524496
2004-06-30,Spider-Man 2,200000000,373524485,795110670
2004-07-07,King Arthur,90000000,51877963,203877963
2004-07-09,Anchorman: The Legend of Ron Burgundy,25000000,84136909,89476265
2004-07-16,"I, Robot",105000000,144801023,348629585
2004-07-16,A Cinderella Story,19000000,51438175,70164105
2004-07-23,The Bourne Supremacy,85000000,176087450,311001124
2004-07-23,Catwoman,100000000,40202379,82145379
2004-07-28,Garden State,2500000,26782316,36028802
2004-07-30,The Village,71500000,114197520,257641634
2004-07-30,The Manchurian Candidate,80000000,65948711,96148711
2004-07-30,Harold & Kumar Go to White Castle,9000000,18225165,18225165
2004-08-06,Collateral,60000000,100170152,217670152
2004-08-06,Open Water,500000,30500882,55518641
2004-08-06,Little Black Book,30000000,20422207,21758371
2004-08-11,The Princess Diaries 2: Royal Engagement,45000000,95149435,122071435
2004-08-13,AVP: Alien Vs. Predator,70000000,80281096,172543519
2004-08-13,Yu-Gi-Oh,20000000,19762690,28762690
2004-08-20,Without a Paddle,30000000,58156435,65121280
2004-08-20,Exorcist: The Beginning,77600000,41814863,43957541
2004-08-27,Jet Lis Hero,17000000,53652140,177535958
2004-08-27,Anacondas: The Hunt for the Blood Orchid,25000000,31526393,70326393
2004-09-01,Vanity Fair,23000000,16123851,19123851
2004-09-03,Paparazzi,20000000,15712072,16612072
2004-09-03,Wicker Park,30000000,13001257,21577076
2004-09-03,The Cookout,16000000,11540112,11540112
2004-09-10,Resident Evil: Apocalypse,50000000,50740078,125168734
2004-09-10,Cellular,45000000,32003620,61475984
2004-09-14,Kung Fu Hustle,20000000,17104669,102034104
2004-09-17,Sky Captain and the World of Tomorrow,70000000,37760080,49730854
2004-09-17,Mr. 3000,30000000,21800302,21827296
2004-09-17,Wimbledon,35000000,16862585,41666476
2004-09-24,The Forgotten,50000000,66711892,117211892
2004-09-24,Shaun of the Dead,5000000,13542874,30332385
2004-10-01,Shark Tale,75000000,161412000,371917043
2004-10-01,Ladder 49,60000000,74541707,102332848
2004-10-01,I Heart Huckabees,22000000,12784713,20034713
2004-10-08,Friday Night Lights,30000000,61255921,61950770
2004-10-08,Raise Your Voice,15000000,10411980,14811980
2004-10-15,Shall We Dance?,40000000,57887882,118097882
2004-10-15,Team America: World Police,20000000,32774834,50948811
2004-10-22,The Incredibles,92000000,261441092,631441092
2004-10-22,The Grudge,10000000,110359362,187281115
2004-10-22,Sideways,17000000,71502303,109793192
2004-10-29,Ray,40000000,75305995,124823094
2004-10-29,Saw,1200000,55968727,103880027
2004-11-05,Alfie,40000000,13395939,35195939
2004-11-10,The Polar Express,170000000,187224605,311365187
2004-11-12,Finding Neverland,25000000,51676606,115036108
2004-11-12,Bridget Jones: The Edge Of Reason,50000000,40203020,263894551
2004-11-12,After the Sunset,57000000,28328132,38329114
2004-11-12,Seed of Chucky,29000000,17016190,24716190
2004-11-12,Kinsey,11000000,10214647,17443529
2004-11-19,National Treasure,100000000,173005002,331323410
2004-11-19,SpongeBob SquarePants: The Movie,30000000,85416609,142051255
2004-11-24,Christmas with the Kranks,50000000,73701902,96469187
2004-11-24,Alexander,152000000,34297191,167297191
2004-12-03,Closer,35000000,33987757,116177695
2004-12-03,House of Flying Daggers,12000000,11050094,92863945
2004-12-08,Blade: Trinity,65000000,52397389,131353165
2004-12-08,The Phantom of the Opera,55000000,51225796,153770052
2004-12-10,Oceans Twelve,110000000,125531634,362989076
2004-12-10,The Life Aquatic with Steve Zissou,50000000,24006726,34806726
2004-12-15,Million Dollar Baby,30000000,100492203,231928227
2004-12-17,Lemony Snickets A Series of Unfortunate Events,100000000,118627117,212956024
2004-12-17,The Aviator,110000000,102608827,208370892
2004-12-17,Spanglish,75000000,42044321,54344321
2004-12-17,Flight of the Phoenix,75000000,21009180,34009180
2004-12-22,Meet the Fockers,60000000,279167575,516567575
2004-12-22,Hotel Rwanda,17500000,23519128,36521223
2004-12-25,Fat Albert,45000000,48114556,48563556
2004-12-25,Darkness,10600000,22163442,34409206
2004-12-29,In Good Company,26000000,45489752,63489752
2005-01-07,White Noise,10000000,56094360,92094360
2005-01-14,Coach Carter,45000000,67264877,76665507
2005-01-14,Racing Stripes,30000000,49772522,89955540
2005-01-14,Elektra,65000000,24409722,56824633
2005-01-19,Assault On Precinct 13,30000000,20040895,36040895
2005-01-21,Are We There Yet?,20000000,82674398,98114471
2005-01-28,Hide and Seek,25000000,51100486,123696741
2005-02-04,Boogeyman,20000000,46752382,67192859
2005-02-04,The Wedding Date,15000000,31726995,47175038
2005-02-11,Hitch,55000000,177784257,366784257
2005-02-11,Poohs Heffalump Movie,20000000,18098433,55686944
2005-02-18,Constantine,75000000,75976178,221594911
2005-02-18,Because of Winn-Dixie,15000000,32647042,33508485
2005-02-18,Son of the Mask,100000000,17018422,59918422
2005-02-25,Diary of a Mad Black Woman,5500000,50406346,50458356
2005-02-25,Man of the House,50000000,19699706,22099706
2005-02-25,Cursed,35000000,19294901,25114901
2005-03-04,The Pacifier,56000000,113006880,198006880
2005-03-04,Be Cool,75000000,55849401,94944017
2005-03-11,Robots,80000000,128200012,260700012
2005-03-11,Hostage,75000000,34636443,77636443
2005-03-11,The Upside of Anger,12000000,18761993,28915761
2005-03-18,The Ring Two,50000000,75941727,161941727
2005-03-18,Ice Princess,25000000,24381334,25732334
2005-03-24,Miss Congeniality 2: Armed and Fabulous,60000000,48478006,101382396
2005-03-25,Guess Who,35000000,68915888,102115888
2005-04-01,Sin City,40000000,74103820,158527918
2005-04-08,Sahara,144000000,68671925,121671925
2005-04-08,Fever Pitch,40000000,42071069,50071069
2005-04-15,The Amityville Horror,18500000,65233369,109175673
2005-04-22,The Interpreter,90000000,72708161,162753837
2005-04-22,A Lot Like Love,25000000,21835784,41921590
2005-04-29,The Hitchhikers Guide to the Galaxy,45000000,51019112,102746214
2005-04-29,XXX: State of the Union,60000000,26873932,71073932
2005-05-06,Crash,7300000,55334418,101173038
2005-05-06,Kingdom of Heaven,110000000,47398413,218853353
2005-05-06,House of Wax,35000000,32064800,70064800
2005-05-13,Monster-in-Law,45000000,82931301,155931301
2005-05-13,Kicking and Screaming,45000000,52842724,55842724
2005-05-13,Danny the Dog,43000000,24537621,49037621
2005-05-19,Star Wars Ep. III: Revenge of the Sith,115000000,380270577,848998877
2005-05-27,Madagascar,75000000,193595521,556559566
2005-05-27,The Longest Yard,82000000,158119460,191558505
2005-06-01,The Sisterhood of the Traveling Pants,25000000,39053061,41560117
2005-06-03,Cinderella Man,88000000,61649911,105021488
2005-06-03,The Lords of Dogtown,25000000,11273517,13424365
2005-06-10,Mr. and Mrs. Smith,110000000,186336279,486124090
2005-06-10,The Adventures of Sharkboy and Lavagirl in 3-D,50000000,39177684,69425966
2005-06-10,The Honeymooners,27000000,12834849,13174426
2005-06-15,Batman Begins,150000000,205343774,359142722
2005-06-17,The Perfect Man,10000000,16535005,19535005
2005-06-22,Herbie: Fully Loaded,50000000,66010682,144110682
2005-06-24,Bewitched,80000000,63313159,131159306
2005-06-24,George A. Romeros Land of the Dead,18900000,20700082,47751015
2005-06-29,War of the Worlds,132000000,234280354,606836535
2005-07-01,Rebound,45000000,16809014,17492014
2005-07-08,Fantastic Four,87000000,154696080,333132750
2005-07-08,Dark Water,60000000,25473093,49473093
2005-07-15,Wedding Crashers,40000000,209218368,283218368
2005-07-15,Charlie and the Chocolate Factory,150000000,206459076,475825484
2005-07-22,The Island,120000000,35818913,163018913
2005-07-22,The Bad News Bears,35000000,32868349,33500620
2005-07-22,Hustle & Flow,2800000,22202809,23591783
2005-07-22,The Devils Rejects,7000000,17044981,20940428
2005-07-29,Sky High,35000000,63939454,83109359
2005-07-29,Must Love Dogs,35000000,43894863,58405313
2005-07-29,Stealth,137500000,32116746,76416746
2005-08-05,The Dukes of Hazzard,53000000,80270227,109848461
2005-08-05,Broken Flowers,10000000,13744960,40744960
2005-08-12,Four Brothers,30000000,74494381,92494381
2005-08-12,The Skeleton Key,40000000,47907715,92256918
2005-08-12,Deuce Bigalow: European Gigolo,22000000,22400154,45273464
2005-08-12,The Great Raid,60000000,10166502,10597070
2005-08-19,The 40 Year-old Virgin,26000000,109449237,177344230
2005-08-19,Red Eye,26000000,57891803,96666486
2005-08-19,Valiant,35000000,19478106,64188387
2005-08-26,The Brothers Grimm,80000000,37899638,105299638
2005-08-26,The Cave,30000000,15007991,27147991
2005-08-31,The Constant Gardener,25100000,33579798,86301599
2005-09-02,The Transporter 2,32000000,43095856,88978458
2005-09-09,The Exorcism of Emily Rose,18000000,75072454,144529078
2005-09-16,Just Like Heaven,58000000,48318130,100687083
2005-09-16,Lord of War,42000000,24149632,60437727
2005-09-16,Cry Wolf,1000000,10047674,15943081
2005-09-23,Flightplan,55000000,89706988,214392904
2005-09-23,Corpse Bride,30000000,53359111,114770654
2005-09-23,A History of Violence,32000000,31493782,61477797
2005-09-23,Roll Bounce,10000000,17380866,17433072
2005-09-30,Capote,7000000,28750530,49924079
2005-09-30,Serenity,39000000,25514517,40319440
2005-09-30,Into the Blue,50000000,18782227,41982227
2005-09-30,The Greatest Game Ever Played,25000000,15331289,15468266
2005-10-05,Wallace & Gromit: The Curse of the Were-Rabbit,30000000,56068547,197593152
2005-10-07,"Good Night, and Good Luck",7000000,31501218,56586901
2005-10-07,2 For the Money,20000000,22991379,30491379
2005-10-07,Waiting...,1125000,16124543,18673274
2005-10-14,The Fog,18000000,29511112,37048526
2005-10-14,Elizabethtown,54000000,26850426,50719373
2005-10-14,Domino,50000000,10169202,23574057
2005-10-21,Dreamer: Inspired by a True Story,32000000,33022286,39498360
2005-10-21,Doom,70000000,28212337,58757178
2005-10-21,North Country,30000000,18324242,23676771
2005-10-21,Shopgirl,7500000,10284523,11758418
2005-10-28,Saw II,5000000,87025093,152925093
2005-10-28,The Legend of Zorro,80000000,45575336,141475336
2005-10-28,The Weather Man,20000000,12482775,15466961
2005-11-04,Chicken Little,150000000,135386665,310043823
2005-11-04,Jarhead,72000000,62647540,96947540
2005-11-09,Get Rich or Die Tryin,40000000,30981850,46666955
2005-11-11,Pride & Prejudice,28000000,38372662,126549607
2005-11-11,Derailed,22000000,36020063,57520063
2005-11-11,Zathura,65000000,28045540,58545540
2005-11-18,Harry Potter and the Goblet of Fire,150000000,290201752,897099794
2005-11-18,Walk the Line,29000000,119519402,187707495
2005-11-23,"Yours, Mine and Ours",45000000,53359917,72359917
2005-11-23,Syriana,50000000,50824620,92690959
2005-11-23,Rent,40000000,29077547,31670620
2005-12-02,Aeon Flux,55000000,25857987,53913573
2005-12-09,Brokeback Mountain,13700000,83043761,176980863
2005-12-09,Memoirs of a Geisha,85000000,57010853,161510853
2005-12-09,Mrs. Henderson Presents,20000000,11036366,27836366
2005-12-14,King Kong,205000000,218080025,550517357
2005-12-16,The Family Stone,18000000,60062868,92357499
2005-12-16,The Producers: The Movie Musical,45000000,19398532,32952995
2005-12-21,Fun With Dick And Jane,140000000,110550000,203018919
2005-12-21,Cheaper by the Dozen 2,60000000,82571173,135015330
2005-12-23,Munich,75000000,47379090,131492772
2005-12-25,Rumor Has It,70000000,42996140,88933562
2005-12-25,Wolf Creek,1100000,16186348,29005064
2005-12-25,The New World,30000000,12712093,26184400
2005-12-28,Match Point,15000000,23089926,87973835
2005-12-30,The Matador,10000000,12589255,17300838
2006-01-06,Hostel,4800000,47326473,82241110
2006-01-13,Hoodwinked,17500000,51386611,109843390
2006-01-13,Glory Road,30000000,42647449,42799060
2006-01-13,Last Holiday,45000000,38399961,43343247
2006-01-20,Underworld: Evolution,45000000,62318875,113417762
2006-01-20,End of the Spear,10000000,11748661,11924041
2006-01-27,Big Mommas House 2,40000000,70165972,137047376
2006-01-27,Nanny McPhee,25000000,47279279,128745578
2006-02-03,When a Stranger Calls,15000000,47860214,67215435
2006-02-10,The Pink Panther,80000000,82226474,158926474
2006-02-10,Curious George,50000000,58640119,71052604
2006-02-10,Final Destination 3,25000000,54098051,112798051
2006-02-10,Firewall,50000000,48751189,82751189
2006-02-17,Eight Below,40000000,81612565,120455994
2006-02-17,Date Movie,20000000,48548426,85146165
2006-02-24,Madeas Family Reunion,10000000,63257940,63320521
2006-03-03,16 Blocks,45000000,36895141,65595141
2006-03-03,Aquamarine,12000000,18597342,22978953
2006-03-03,Ultraviolet,30000000,18522064,30962112
2006-03-10,Failure to Launch,50000000,88715192,128402901
2006-03-10,The Shaggy Dog,60000000,61123569,87123569
2006-03-10,The Hills Have Eyes,17000000,41778863,70355813
2006-03-17,V for Vendetta,50000000,70511035,130214162
2006-03-17,Shes the Man,25000000,33889159,55279608
2006-03-17,Thank You For Smoking,7500000,24793509,40016662
2006-03-24,Inside Man,50000000,88634237,185798265
2006-03-24,Stay Alive,20000000,23086480,23187506
2006-03-24,Larry the Cable Guy: Health Inspector,17000000,15680099,15680099
2006-03-31,Ice Age: The Meltdown,75000000,195330621,651899282
2006-03-31,ATL,17000000,21170563,21170563
2006-04-07,The Benchwarmers,35000000,59843754,65063726
2006-04-07,Take the Lead,30000000,34742066,65390493
2006-04-07,Lucky Number Slevin,27000000,22495466,55495466
2006-04-07,Friends with Money,6500000,13368437,18110152
2006-04-14,Scary Movie 4,40000000,90710620,178710620
2006-04-14,The Wild,80000000,37384046,99010667
2006-04-21,Silent Hill,50000000,46982632,94704227
2006-04-21,The Sentinel,60000000,36280697,78080697
2006-04-28,R.V.,55000000,71724497,87473024
2006-04-28,United 93,18000000,31567134,77635035
2006-04-28,Stick It,20000000,26910736,30399714
2006-04-28,Akeelah and the Bee,8000000,18848430,18959424
2006-05-01,Cars,70000000,244082982,461651246
2006-05-05,Mission: Impossible III,150000000,133501348,399387745
2006-05-05,An American Haunting,14000000,16298046,30443277
2006-05-12,Poseidon,160000000,60674817,181674817
2006-05-12,Just My Luck,28000000,17326650,38159905
2006-05-19,The Da Vinci Code,125000000,217536138,767820459
2006-05-19,Over the Hedge,80000000,155019340,343397247
2006-05-19,See No Evil,8000000,15032800,18828036
2006-05-24,An Inconvenient Truth,1000000,24146161,53365925
2006-05-26,X-Men: The Last Stand,210000000,234362462,459260946
2006-06-02,The Break-Up,52000000,118703275,205727307
2006-06-06,The Omen,25000000,54607383,119295584
2006-06-09,A Prairie Home Companion,10000000,20342852,26716191
2006-06-16,Nacho Libre,32000000,80197993,99296462
2006-06-16,The Fast and the Furious: Tokyo Drift,85000000,62615510,157794205
2006-06-16,The Lake House,40000000,52330111,114830111
2006-06-16,Garfield: A Tail of Two Kitties,60000000,28426747,147985373
2006-06-23,Click,82500000,137355633,237685089
2006-06-28,Superman Returns,230000000,200120000,374085065
2006-06-30,The Devil Wears Prada,35000000,124740460,326073155
2006-07-07,Pirates of the Caribbean: Dead Mans Chest,225000000,423315812,1066215812
2006-07-14,"You, Me and Dupree",54000000,75802010,130402010
2006-07-14,Little Man,64000000,58636047,101636047
2006-07-21,Monster House,75000000,73661010,141267370
2006-07-21,Lady in the Water,75000000,42285169,72785169
2006-07-21,Clerks II,5000000,24148068,27342246
2006-07-21,My Super Ex-Girlfriend,30000000,22530295,60772856
2006-07-26,Little Miss Sunshine,8000000,59891098,100642353
2006-07-28,Miami Vice,132900000,63478838,163818556
2006-07-28,The Ant Bully,45000000,28142535,49610898
2006-07-28,Scoop,4000000,10525717,40103262
2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162870525
2006-08-04,Barnyard: The Original Party Animals,51000000,72779000,118583844
2006-08-04,The Descent,7000000,26024456,57051053
2006-08-04,"Bon Cop, Bad Cop",8000000,12671300,12740705
2006-08-09,World Trade Center,65000000,70278893,163295654
2006-08-11,Step Up,12000000,65328121,110989157
2006-08-11,Pulse,20000000,20264436,30241435
2006-08-11,Zoom,35000000,11989328,12506188
2006-08-18,The Illusionist,16500000,39868642,83792062
2006-08-18,Snakes on a Plane,33000000,34020814,62020814
2006-08-25,Invincible,40000000,57806952,58501127
2006-08-25,Beerfest,17500000,19185184,20159316
2006-08-25,Idlewild,15000000,12669914,12669914
2006-09-01,Crank,12000000,27838408,43924923
2006-09-08,The Covenant,20000000,23364784,38164784
2006-09-08,Tom yum goong,5700000,12044087,43044087
2006-09-15,Gridiron Gang,30000000,38432823,41457834
2006-09-15,The Black Dahlia,60000000,22672813,49238525
2006-09-22,Jackass: Number Two,11000000,72778712,85278712
2006-09-22,Flyboys,60000000,13090630,14816379
2006-09-27,The Last King of Scotland,6000000,17606684,49155371
2006-09-29,Open Season,85000000,85105259,191932158
2006-09-29,The Guardian,70000000,55011732,94973540
2006-09-29,School for Scoundrels,20000000,17807569,17807569
2006-09-29,Facing the Giants,100000,10178331,10243159
2006-09-30,The Queen,15000000,56441711,128885873
2006-10-06,The Departed,90000000,132384315,289660619
2006-10-06,The Texas Chainsaw Massacre: The Beginning,16000000,39517763,50517763
2006-10-06,Employee of the Month,10000000,28444855,38364855
2006-10-13,The Grudge 2,20000000,39143839,70743839
2006-10-13,Man of the Year,20000000,37442180,41342180
2006-10-13,The Marine,15000000,18844784,22165608
2006-10-13,One Night with the King,20000000,13395961,13725032
2006-10-20,The Prestige,40000000,53089891,104407366
2006-10-20,Flags of Our Fathers,53000000,33602376,63657941
2006-10-20,Flicka,15000000,21000147,21896367
2006-10-20,Marie Antoinette,40000000,15962471,60862471
2006-10-27,Saw III,10000000,80238724,163876815
2006-10-27,Babel,20000000,34302837,132121212
2006-11-03,Borat,18000000,128505958,261443242
2006-11-03,Flushed Away,145000000,64665672,179357126
2006-11-03,Volver,9400000,12899867,87226613
2006-11-10,Stranger Than Fiction,30000000,40435190,53572822
2006-11-17,Happy Feet,85000000,198000317,385000317
2006-11-17,Casino Royale,102000000,167365000,594420283
2006-11-17,Bobby,14000000,11242801,20597806
2006-11-22,Déjà Vu,80000000,64038616,181038616
2006-11-22,Deck the Halls,50200000,35093569,46815807
2006-11-22,The Fountain,35000000,10144010,15461638
2006-11-30,El Laberinto del Fauno,16000000,37634615,87041569
2006-12-01,The Nativity Story,35000000,37629831,46309644
